STORE_NBR,YEARMONTH,Total_Sales,Customers,Transactions,Total_Qty
157,201902,866.8,94,124,250
157,201903,1057.6,107,144,290
157,201904,972.8000000000001,112,140,288
157,201905,895.1,109,132,256
157,201906,901.0,104,132,264
158,201807,28.0,5,5,8
158,201808,29.8,8,8,11
158,201809,33.9,8,8,12
158,201810,30.3,8,8,10
158,201811,27.6,5,5,8
158,201812,24.8,4,5,9
158,201901,36.6,6,6,10
158,201902,21.8,4,4,6
158,201903,36.8,4,4,8
158,201904,11.2,2,2,4
158,201905,26.4,4,4,9
158,201906,43.7,8,8,13
159,201807,26.8,6,6,9
159,201808,14.7,2,2,3
159,201809,56.6,11,11,16
159,201810,21.0,4,4,7
159,201811,39.5,9,9,15
159,201812,11.0,3,3,4
159,201901,5.8,2,2,3
159,201902,28.6,5,5,6
159,201903,56.8,11,11,17
159,201904,30.700000000000003,5,5,9
159,201905,18.8,4,4,8
159,201906,28.6,6,6,9
160,201807,894.8,102,129,258
160,201808,756.2,94,114,216
160,201809,915.2,95,128,264
160,201810,887.4,96,120,242
160,201811,936.0,100,131,268
160,201812,1018.4,118,143,288
160,201901,903.6,110,128,260
160,201902,821.6,100,120,242
160,201903,1067.8,118,154,310
160,201904,1013.6,115,141,286
160,201905,772.25,96,122,222
160,201906,932.0,105,134,268
161,201807,35.5,5,5,8
161,201808,32.5,8,8,13
161,201809,62.2,9,9,16
161,201810,13.7,3,3,4
161,201811,41.4,9,9,13
161,201812,33.9,8,8,13
161,201901,20.8,5,5,6
161,201902,14.9,3,3,4
161,201903,8.3,2,2,3
161,201904,28.799999999999997,6,6,8
161,201905,22.6,6,6,7
161,201906,20.6,3,3,5
162,201807,889.8,101,127,254
162,201808,887.1,108,130,248
162,201809,822.0,93,116,236
162,201810,828.0,97,116,232
162,201811,778.4,88,112,226
162,201812,925.6,112,131,262
162,201901,734.0,87,108,216
162,201902,724.0,89,104,208
162,201903,827.4,93,115,234
162,201904,938.2,103,133,270
162,201905,700.4,84,101,201
162,201906,731.2,86,104,210
163,201807,188.6,31,33,55
163,201808,183.1,31,32,49
163,201809,269.5,44,45,73
163,201810,178.0,35,38,61
163,201811,261.8,42,47,76
163,201812,222.6,35,38,65
163,201901,208.9,40,41,60
163,201902,182.0,34,34,51
163,201903,268.8,47,50,80
163,201904,198.3,38,41,61
163,201905,233.8,46,46,66
163,201906,240.29999999999998,41,44,70
164,201807,853.2,97,128,262
164,201808,920.2,112,145,272
164,201809,841.4,97,118,236
164,201810,863.2,98,121,242
164,201811,829.6,87,118,236
164,201812,1031.6,113,147,296
164,201901,950.2,103,136,278
164,201902,753.8,91,104,210
164,201903,991.0,107,138,278
164,201904,1015.6,105,140,280
164,201905,874.1,112,136,251
164,201906,795.0,89,112,224
165,201807,1457.0,133,167,332
165,201808,1206.6,109,137,278
165,201809,1281.2,122,143,286
165,201810,1234.4,118,138,279
165,201811,1291.2,126,147,298
165,201812,1345.4,121,146,294
165,201901,1422.0,133,160,320
165,201902,1237.5,113,139,279
165,201903,1215.4,114,135,269
165,201904,1391.7,129,159,318
165,201905,1441.05,133,171,322
165,201906,1450.3,137,164,327
166,201807,1143.3,122,138,252
166,201808,876.6,95,110,198
166,201809,927.1,111,119,214
166,201810,1134.4,115,137,252
166,201811,1026.4,117,130,231
166,201812,973.5,113,125,226
166,201901,1048.3,110,130,231
166,201902,993.1,109,127,233
166,201903,923.5,97,118,213
166,201904,1027.5,107,126,232
166,201905,969.95,108,125,217
166,201906,986.2,103,128,231
167,201807,236.3,53,55,64
167,201808,206.6,37,39,57
167,201809,216.2,45,49,60
167,201810,161.6,34,35,44
167,201811,212.9,46,52,62
167,201812,164.9,40,41,46
167,201901,126.1,30,31,40
167,201902,160.6,35,37,50
167,201903,193.0,44,45,53
167,201904,185.1,42,42,55
167,201905,237.9,55,58,72
167,201906,196.4,41,41,55
168,201807,1075.8,112,147,298
168,201808,922.35,102,131,260
168,201809,880.2,101,124,250
168,201810,1061.0,113,150,302
168,201811,940.4,110,133,266
168,201812,1121.4,116,162,326
168,201901,903.0,100,126,254
168,201902,1083.2,116,149,304
168,201903,1060.4,123,147,296
168,201904,945.6,96,130,262
168,201905,971.05,112,146,288
168,201906,833.2,99,121,242
169,201807,217.9,41,43,68
169,201808,238.2,37,37,67
169,201809,276.0,43,48,79
169,201810,305.2,45,53,92
169,201811,355.6,54,58,102
169,201812,284.6,46,48,84
169,201901,322.8,53,56,89
169,201902,303.6,49,53,87
169,201903,283.1,48,48,83
169,201904,326.6,53,57,96
169,201905,268.1,51,52,74
169,201906,353.0,58,62,102
170,201807,523.8,52,58,115
170,201808,332.6,41,42,77
170,201809,401.5,43,45,88
170,201810,454.4,47,52,104
170,201811,377.4,41,43,86
170,201812,305.0,32,33,66
170,201901,373.0,42,44,87
170,201902,236.8,27,28,56
170,201903,262.0,29,29,58
170,201904,265.0,28,29,58
170,201905,327.4,37,38,70
170,201906,389.4,44,46,92
171,201807,302.2,33,33,68
171,201808,394.2,45,47,91
171,201809,405.7,48,48,95
171,201810,423.2,44,50,100
171,201811,409.2,48,50,100
171,201812,448.4,49,52,104
171,201901,351.6,38,41,82
171,201902,398.7,44,46,91
171,201903,456.2,48,51,102
171,201904,363.6,40,42,84
171,201905,404.7,49,50,92
171,201906,368.2,40,43,84
172,201807,820.8,89,117,234
172,201808,758.0,90,120,227
172,201809,816.4,86,112,224
172,201810,1040.8,114,154,310
172,201811,851.4,98,125,254
172,201812,928.8,104,129,260
172,201901,897.2,93,123,252
172,201902,918.4,94,126,254
172,201903,727.2,92,109,220
172,201904,903.0,99,130,262
172,201905,811.6,99,121,236
172,201906,1072.0,113,148,296
173,201807,451.0,49,52,104
173,201808,565.75,66,72,127
173,201809,349.0,40,41,82
173,201810,524.2,53,57,114
173,201811,443.8,48,51,102
173,201812,505.2,56,59,118
173,201901,458.6,48,52,104
173,201902,332.4,36,40,82
173,201903,557.8,54,62,126
173,201904,553.6,58,64,128
173,201905,457.0,47,52,104
173,201906,504.40000000000003,54,57,114
174,201807,337.6,39,40,77
174,201808,483.0,50,53,104
174,201809,258.4,27,29,58
174,201810,347.6,35,38,78
174,201811,379.2,43,44,87
174,201812,337.4,35,38,72
174,201901,391.1,39,41,81
174,201902,501.3,50,55,109
174,201903,468.8,48,50,102
174,201904,376.0,42,43,86
174,201905,282.8,37,37,68
174,201906,414.6,42,47,94
175,201807,964.6,100,115,221
175,201808,994.6,107,131,231
175,201809,901.9,95,108,200
175,201810,880.9,92,103,195
175,201811,746.6,77,93,176
175,201812,1171.7,115,137,265
175,201901,1109.9,113,131,251
175,201902,904.6,92,106,200
175,201903,898.4,102,108,204
175,201904,1041.3,105,123,231
175,201905,1036.0,106,122,228
175,201906,1117.8,110,133,250
176,201807,287.2,51,53,75
176,201808,147.1,33,33,46
176,201809,195.4,44,44,59
176,201810,246.0,53,53,69
176,201811,177.1,37,40,53
176,201812,231.6,38,39,60
176,201901,187.20000000000002,35,38,57
176,201902,248.7,42,44,67
176,201903,246.4,48,48,72
176,201904,227.4,49,52,69
176,201905,289.5,47,50,81
176,201906,269.3,51,54,78
177,201807,9.6,3,3,3
177,201808,23.7,7,7,7
177,201809,21.6,5,5,6
177,201810,2.7,1,1,1
177,201811,39.3,10,10,12
177,201812,5.3,2,2,2
177,201901,31.7,9,9,9
177,201902,13.7,3,3,3
177,201903,18.0,4,4,4
177,201904,1.5,1,1,1
177,201905,13.899999999999999,3,3,3
177,201906,30.2,8,8,8
178,201807,952.0,107,131,264
178,201808,915.5,108,133,253
178,201809,954.4,101,128,266
178,201810,962.6,102,141,290
178,201811,975.6,111,138,278
178,201812,947.2,101,134,270
178,201901,837.2,95,118,244
178,201902,1088.8,107,145,294
178,201903,998.8,114,143,286
178,201904,1059.8,117,148,300
178,201905,888.0,102,131,250
178,201906,722.6,92,108,216
179,201807,934.0,99,131,267
179,201808,961.9,106,143,275
179,201809,875.0,97,121,246
179,201810,999.2,105,141,282
179,201811,1071.2,109,150,300
179,201812,786.2,85,108,220
179,201901,1085.0,110,146,298
179,201902,1046.2,112,148,296
179,201903,1112.4,129,166,332
179,201904,1054.2,107,149,300
179,201905,1022.2,112,156,303
179,201906,917.2,100,128,258
180,201807,816.6,93,121,244
180,201808,788.5,108,131,243
180,201809,911.4,101,131,262
180,201810,871.4,95,121,244
180,201811,793.4,98,113,228
180,201812,995.0,105,141,282
180,201901,1089.4,108,152,308
180,201902,839.6,97,119,238
180,201903,941.0,99,131,264
180,201904,964.4,106,136,272
180,201905,896.6,103,133,253
180,201906,965.2,105,139,280
181,201807,1379.9,130,157,311
181,201808,1040.75,112,129,238
181,201809,1114.4,115,130,257
181,201810,1289.9,124,145,293
181,201811,1203.2,112,139,274
181,201812,1200.0,118,138,272
181,201901,1153.9,104,129,256
181,201902,1089.4,108,121,246
181,201903,1291.8,116,146,289
181,201904,1072.3,106,120,238
181,201905,1063.8,107,124,242
181,201906,1209.1,112,136,271
182,201807,388.4,44,44,88
182,201808,461.9,51,55,101
182,201809,423.4,44,48,96
182,201810,373.8,41,42,84
182,201811,464.0,48,51,102
182,201812,327.2,35,38,76
182,201901,394.4,45,46,91
182,201902,269.7,31,32,62
182,201903,306.7,34,36,71
182,201904,397.8,43,44,88
182,201905,389.8,43,46,86
182,201906,292.8,33,34,68
183,201807,870.2,96,123,246
183,201808,707.4,88,111,205
183,201809,810.0,86,109,218
183,201810,813.8,94,118,238
183,201811,804.2,94,114,228
183,201812,902.4,105,135,272
183,201901,900.6,101,128,260
183,201902,744.8,89,104,208
183,201903,809.6,99,120,242
183,201904,871.2,102,125,252
183,201905,819.8,102,121,235
183,201906,923.6,91,125,254
184,201807,983.8,105,141,286
184,201808,874.4,100,127,248
184,201809,873.0,96,125,252
184,201810,895.2,106,128,258
184,201811,869.2,93,118,240
184,201812,900.0,95,130,260
184,201901,913.4,93,128,256
184,201902,827.0,85,116,238
184,201903,964.8000000000001,107,135,274
184,201904,959.2,104,138,276
184,201905,959.95,113,144,269
184,201906,917.6,89,126,260
185,201807,225.6,41,44,62
185,201808,276.3,54,55,74
185,201809,196.9,39,42,57
185,201810,216.1,40,41,63
185,201811,202.3,42,42,59
185,201812,206.2,40,42,58
185,201901,261.1,50,52,78
185,201902,217.8,40,43,60
185,201903,245.3,48,51,69
185,201904,283.6,56,59,85
185,201905,314.6,57,60,89
185,201906,222.8,45,46,67
186,201807,141.3,31,33,43
186,201808,144.7,30,32,43
186,201809,174.5,33,35,49
186,201810,164.6,33,35,47
186,201811,169.0,41,41,47
186,201812,157.4,36,37,47
186,201901,181.6,42,43,53
186,201902,118.60000000000001,31,31,37
186,201903,132.2,31,31,37
186,201904,147.9,32,32,43
186,201905,195.3,38,39,52
186,201906,179.6,37,40,48
187,201807,253.9,39,42,59
187,201808,214.3,36,37,54
187,201809,276.1,37,41,60
187,201810,181.4,25,27,41
187,201811,327.9,48,54,78
187,201812,264.4,37,38,60
187,201901,184.20000000000002,30,31,42
187,201902,246.5,38,40,55
187,201903,247.20000000000002,39,40,56
187,201904,240.2,36,38,54
187,201905,218.29999999999998,35,37,51
187,201906,255.3,36,38,57
188,201807,234.4,35,37,66
188,201808,210.3,37,37,59
188,201809,280.8,44,50,82
188,201810,246.3,39,40,67
188,201811,236.8,46,47,78
188,201812,266.8,44,47,79
188,201901,208.1,35,35,60
188,201902,266.1,40,42,77
188,201903,318.3,52,54,90
188,201904,320.6,49,52,89
188,201905,284.5,44,49,88
188,201906,213.0,39,39,64
189,201807,137.5,35,39,39
189,201808,151.8,28,30,43
189,201809,99.3,28,29,29
189,201810,142.3,35,37,39
189,201811,110.8,33,34,34
189,201812,95.39999999999999,25,25,25
189,201901,113.0,29,31,32
189,201902,83.5,24,25,25
189,201903,122.8,33,33,33
189,201904,100.5,25,27,28
189,201905,131.6,35,36,47
189,201906,98.4,28,29,29
190,201807,829.4,98,118,238
190,201808,817.8,103,122,230
190,201809,911.8,105,129,260
190,201810,773.8,93,111,224
190,201811,790.0,83,109,222
190,201812,721.0,82,100,200
190,201901,830.8,94,122,246
190,201902,836.0,98,119,240
190,201903,946.0,113,136,278
190,201904,787.6,93,112,226
190,201905,990.6,105,139,271
190,201906,649.4,79,94,190
191,201807,826.2,100,118,236
191,201808,861.4,100,127,248
191,201809,803.2,91,112,226
191,201810,816.6,81,110,224
191,201811,896.2,107,131,266
191,201812,897.4,98,126,256
191,201901,851.6,98,120,240
191,201902,848.8,96,113,230
191,201903,965.4,99,135,272
191,201904,1008.8,94,138,284
191,201905,740.9,84,112,213
191,201906,888.2,92,116,234
192,201807,34.3,8,8,10
192,201808,39.0,7,7,11
192,201809,30.400000000000002,5,5,7
192,201810,17.0,4,4,7
192,201811,50.4,10,10,14
192,201812,58.2,11,12,16
192,201901,22.7,7,7,8
192,201902,8.4,2,2,3
192,201903,23.3,6,6,8
192,201904,29.7,5,5,8
192,201905,22.900000000000002,4,4,6
192,201906,25.0,3,3,6
193,201901,1.8,1,1,1
193,201902,7.6,1,1,2
193,201906,3.7,1,1,1
194,201807,1111.1,109,133,260
194,201808,941.65,105,115,209
194,201809,1074.8,106,122,242
194,201810,1208.3,118,134,273
194,201811,1057.6,108,125,246
194,201812,1259.0,119,141,281
194,201901,1059.8,104,119,237
194,201902,957.9,98,111,221
194,201903,1267.1,117,140,279
194,201904,807.0,80,95,186
194,201905,1029.7,105,125,234
194,201906,1262.0,120,142,281
195,201807,227.5,44,45,67
195,201808,332.25,62,67,101
195,201809,152.9,31,32,41
195,201810,262.3,48,50,72
195,201811,222.2,40,42,64
195,201812,258.0,48,50,72
195,201901,153.3,33,34,48
195,201902,185.5,34,35,55
195,201903,186.7,38,39,55
195,201904,181.7,39,40,52
195,201905,261.3,54,56,82
195,201906,184.6,36,40,57
196,201807,876.2,93,128,260
196,201808,848.7,96,122,237
196,201809,858.4,101,120,242
196,201810,846.0,103,126,252
196,201811,770.2,92,109,222
196,201812,1007.4,113,140,288
196,201901,919.4,98,125,256
196,201902,732.0,81,105,212
196,201903,980.8,102,130,266
196,201904,906.6,95,127,254
196,201905,901.3,99,132,259
196,201906,761.2,83,108,220
197,201807,363.2,48,52,99
197,201808,294.4,47,48,87
197,201809,307.6,42,48,89
197,201810,351.2,52,54,99
197,201811,290.8,47,49,92
197,201812,394.2,56,58,108
197,201901,325.9,48,48,89
197,201902,309.1,41,47,85
197,201903,344.7,48,50,95
197,201904,262.2,39,42,77
197,201905,281.0,48,51,87
197,201906,358.4,48,51,93
198,201807,20.3,4,4,6
198,201808,10.7,2,2,3
198,201809,20.7,5,5,7
198,201810,26.2,3,3,6
198,201811,34.3,6,6,8
198,201812,24.0,3,3,5
198,201901,19.200000000000003,3,3,5
198,201902,11.8,2,2,4
198,201903,19.9,4,4,6
198,201904,23.3,6,6,7
198,201905,28.5,6,6,7
198,201906,13.8,3,3,4
199,201807,1299.6,122,145,293
199,201808,1194.8,121,143,268
199,201809,1143.8,106,127,261
199,201810,1323.8,120,143,290
199,201811,1131.4,116,130,260
199,201812,1326.2,119,149,301
199,201901,1234.8,119,140,282
199,201902,1233.0,122,137,280
199,201903,1336.4,124,151,304
199,201904,1182.6,110,131,264
199,201905,1190.4,114,140,271
199,201906,1200.2,110,135,269
200,201807,497.2,56,58,116
200,201808,681.3,71,82,151
200,201809,630.8,65,70,144
200,201810,471.5,50,53,105
200,201811,413.4,43,47,94
200,201812,325.8,35,38,76
200,201901,498.0,53,57,113
200,201902,355.0,40,42,84
200,201903,360.4,39,41,81
200,201904,358.4,39,41,82
200,201905,408.4,45,48,92
200,201906,544.4,59,62,124
201,201807,1107.2,119,127,253
201,201808,1118.9,112,132,255
201,201809,1160.2,107,132,264
201,201810,1244.6,122,143,284
201,201811,1248.9,127,141,280
201,201812,1182.1,117,135,268
201,201901,1133.5,107,129,257
201,201902,1139.2,111,128,255
201,201903,1364.2,130,152,301
201,201904,1246.6,122,146,290
201,201905,1094.8,115,135,259
201,201906,1258.5,126,149,296
202,201807,628.2,65,71,142
202,201808,478.3,46,50,111
202,201809,516.4,53,59,118
202,201810,507.2,55,60,120
202,201811,471.6,51,54,108
202,201812,461.2,49,52,104
202,201901,465.2,49,52,104
202,201902,454.8,50,53,106
202,201903,441.4,49,51,102
202,201904,499.2,54,58,116
202,201905,468.35,48,54,107
202,201906,599.2,63,68,136
203,201807,1266.8,115,142,286
203,201808,1216.8,119,146,280
203,201809,1266.8,121,142,286
203,201810,1302.7,118,146,295
203,201811,1357.0,123,150,302
203,201812,1336.6,132,148,298
203,201901,1197.0,114,134,272
203,201902,1123.0,114,127,254
203,201903,1164.8,114,130,262
203,201904,982.8000000000001,97,113,226
203,201905,1115.1,114,135,252
203,201906,1222.2,112,137,274
204,201807,40.400000000000006,6,6,11
204,201808,39.9,7,7,12
204,201809,57.4,8,8,14
204,201810,35.4,5,5,9
204,201811,45.7,6,6,11
204,201812,33.6,5,5,9
204,201901,29.0,4,4,8
204,201902,11.4,2,2,4
204,201903,46.4,8,8,13
204,201904,23.200000000000003,3,3,6
204,201905,58.6,9,9,17
204,201906,35.0,5,5,10
205,201807,320.6,49,51,85
205,201808,283.6,46,48,81
205,201809,215.5,32,35,57
205,201810,274.7,42,44,75
205,201811,224.2,36,37,59
205,201812,219.5,36,36,60
205,201901,256.1,44,46,76
205,201902,171.8,31,31,50
205,201903,331.1,52,55,95
205,201904,195.1,31,33,55
205,201905,246.70000000000002,47,50,75
205,201906,227.9,42,42,66
206,201807,3.0,1,1,1
206,201904,4.6,1,1,1
207,201807,934.2,104,134,272
207,201808,812.1,96,126,237
207,201809,773.2,91,112,224
207,201810,920.6,100,127,256
207,201811,989.4,114,139,278
207,201812,812.4,95,119,240
207,201901,841.2,102,123,248
207,201902,770.4,92,108,218
207,201903,891.6,103,129,260
207,201904,869.0,100,127,254
207,201905,801.9,95,124,236
207,201906,901.2,103,127,254
208,201807,680.6,83,100,200
208,201808,649.65,82,102,194
208,201809,755.8,85,106,214
208,201810,809.4,90,110,222
208,201811,763.6,88,105,210
208,201812,827.8,93,120,244
208,201901,737.8,90,110,220
208,201902,641.6,74,88,176
208,201903,823.2,89,115,230
208,201904,695.6,88,105,210
208,201905,1064.1,104,151,292
208,201906,845.6,95,121,242
209,201807,723.6,88,108,218
209,201808,769.5,85,109,213
209,201809,787.8,89,108,218
209,201810,785.6,91,115,230
209,201811,762.8,89,107,216
209,201812,1005.4,109,142,286
209,201901,906.2,100,123,252
209,201902,863.4,101,122,250
209,201903,814.8,90,110,222
209,201904,665.8,76,100,202
209,201905,761.6,96,117,220
209,201906,820.2,98,119,238
210,201807,1210.4,114,139,275
210,201808,994.4,103,121,224
210,201809,1097.4,103,122,244
210,201810,1093.0,104,123,245
210,201811,1215.3,121,139,277
210,201812,1199.3,115,136,271
210,201901,1221.8,115,137,276
210,201902,927.5,92,104,207
210,201903,1263.7,119,140,282
210,201904,1239.1,123,142,282
210,201905,1048.35,104,129,237
210,201906,1179.0,113,133,261
211,201807,2.6,1,1,1
211,201904,2.6,1,1,1
212,201807,698.2,84,105,210
212,201808,659.6,79,93,191
212,201809,768.4,83,108,218
212,201810,767.4,84,108,220
212,201811,734.6,83,103,206
212,201812,785.6,95,114,228
212,201901,636.2,78,89,182
212,201902,584.4,74,85,170
212,201903,875.8,99,119,242
212,201904,779.0,96,117,234
212,201905,784.3,91,113,220
212,201906,800.4,87,113,228
213,201807,1098.4,113,149,300
213,201808,873.2,101,127,246
213,201809,1079.2,123,154,310
213,201810,902.0,100,127,256
213,201811,1181.2,127,165,336
213,201812,1061.2,117,150,302
213,201901,994.0,106,138,276
213,201902,1045.4,116,142,286
213,201903,1113.2,117,149,306
213,201904,1134.4,118,157,318
213,201905,885.6,101,129,250
213,201906,996.8,104,139,284
214,201807,182.4,38,40,57
214,201808,249.4,43,47,75
214,201809,218.6,46,47,65
214,201810,179.1,30,33,51
214,201811,184.8,36,37,55
214,201812,267.3,43,47,73
214,201901,232.5,46,51,69
214,201902,209.5,44,47,67
214,201903,286.5,52,55,79
214,201904,255.20000000000002,50,51,73
214,201905,203.0,39,43,60
214,201906,252.1,48,49,71
215,201807,375.2,40,43,87
215,201808,392.8,44,47,88
215,201809,270.2,34,34,61
215,201810,419.9,49,51,98
215,201811,426.0,46,50,98
215,201812,421.9,49,50,96
215,201901,402.0,49,50,97
215,201902,325.6,39,41,76
215,201903,365.3,39,44,86
215,201904,358.0,39,41,80
215,201905,310.2,36,40,71
215,201906,287.4,33,33,64
216,201807,1130.4,119,140,257
216,201808,1042.6,109,127,229
216,201809,1106.2,109,126,245
216,201810,1100.5,104,124,243
216,201811,1006.4,107,118,224
216,201812,1151.0,119,142,261
216,201901,1069.1,120,132,246
216,201902,1092.8,108,126,244
216,201903,1105.1,106,131,252
216,201904,1012.5,105,121,232
216,201905,905.2,105,118,210
216,201906,1271.3,122,147,283
217,201807,1329.8,117,148,296
217,201808,1073.1,99,123,245
217,201809,1318.6,120,149,300
217,201810,1073.6,104,123,246
217,201811,1240.8,106,140,282
217,201812,1104.4,107,122,246
217,201901,1171.0,113,128,258
217,201902,923.2,90,104,212
217,201903,1119.8,110,127,256
217,201904,1140.6,103,126,252
217,201905,1282.5,130,153,297
217,201906,1216.2,114,137,274
218,201807,36.8,6,6,12
218,201808,83.9,11,11,20
218,201809,23.0,5,5,8
218,201810,54.6,9,9,16
218,201811,47.6,8,8,13
218,201901,38.2,7,7,14
218,201902,8.8,1,1,2
218,201903,38.0,5,5,9
218,201904,40.3,7,7,13
218,201905,25.0,4,4,7
218,201906,22.8,4,4,8
219,201807,897.8,100,131,262
219,201808,790.1,95,121,230
219,201809,931.0,104,130,264
219,201810,840.4,96,118,236
219,201811,583.6,66,85,170
219,201812,862.6,98,126,256
219,201901,848.6,99,123,246
219,201902,818.8,96,122,244
219,201903,765.6,88,108,218
219,201904,798.8,99,119,238
219,201905,858.9,102,131,249
219,201906,775.4,86,108,222
220,201807,244.1,47,48,72
220,201808,275.0,42,45,70
220,201809,219.3,42,44,65
220,201810,293.4,59,61,88
220,201811,290.7,49,53,76
220,201812,227.4,47,47,64
220,201901,238.7,48,50,69
220,201902,202.9,42,42,63
220,201903,269.3,51,55,79
220,201904,220.1,45,46,65
220,201905,259.6,52,53,79
220,201906,267.7,46,51,76
221,201807,956.3000000000001,106,129,218
221,201808,921.5,110,123,209
221,201809,727.6,84,96,163
221,201810,942.5,106,129,213
221,201811,935.3,101,124,210
221,201812,934.7,104,119,208
221,201901,922.6,104,117,200
221,201902,736.9,89,98,166
221,201903,851.7,101,113,192
221,201904,805.9,96,110,186
221,201905,764.0,91,106,170
221,201906,831.7,98,115,184
222,201807,944.6,107,130,262
222,201808,758.0,86,105,206
222,201809,914.8,94,126,254
222,201810,920.6,97,126,254
222,201811,840.4,94,122,246
222,201812,832.2,91,120,244
222,201901,763.4,89,109,220
222,201902,739.6,90,107,214
222,201903,845.6,94,122,244
222,201904,785.6,91,114,230
222,201905,764.4,98,115,219
222,201906,679.4,78,90,188
223,201807,930.4,97,127,260
223,201808,898.4,122,143,271
223,201809,994.8,119,145,290
223,201810,973.2,116,142,284
223,201811,941.2,105,127,254
223,201812,1004.8,113,143,286
223,201901,923.4,104,133,266
223,201902,967.6,114,142,288
223,201903,865.2,103,128,256
223,201904,944.8,112,138,276
223,201905,857.35,99,124,238
223,201906,947.0,111,136,272
224,201807,19.2,3,3,5
224,201808,44.5,7,7,12
224,201809,11.8,2,2,4
224,201810,35.9,7,7,11
224,201811,33.6,5,5,10
224,201812,20.5,5,5,8
224,201901,25.3,5,5,9
224,201902,8.9,2,2,3
224,201903,39.7,9,9,12
224,201904,40.3,6,6,11
224,201905,62.8,9,9,16
224,201906,50.4,7,7,14
225,201807,865.0,100,125,250
225,201808,833.4,93,119,237
225,201809,958.4,112,140,282
225,201810,921.8,104,134,270
225,201811,832.4,97,115,232
225,201812,834.6,94,119,240
225,201901,845.0,94,118,240
225,201902,782.8,90,111,226
225,201903,829.0,103,124,252
225,201904,1026.2,114,150,306
225,201905,899.6,104,128,249
225,201906,938.4,101,134,268
226,201807,1470.0,135,167,334
226,201808,1210.05,127,148,284
226,201809,1430.8,132,160,320
226,201810,1519.0,139,173,348
226,201811,1602.6,141,184,370
226,201812,1659.6,150,188,377
226,201901,1347.1,128,154,313
226,201902,1253.0,111,143,286
226,201903,1561.6,133,168,338
226,201904,1494.6,140,171,346
226,201905,1530.9,140,180,341
226,201906,1526.2,144,172,344
227,201807,885.8,102,130,262
227,201808,862.3,94,128,243
227,201809,779.0,97,113,230
227,201810,1035.8,111,147,296
227,201811,894.8,99,127,258
227,201812,892.8,102,121,248
227,201901,986.0,109,138,278
227,201902,804.4,90,116,236
227,201903,999.4,115,141,286
227,201904,826.6,98,116,236
227,201905,837.6,96,127,247
227,201906,818.0,92,117,242
228,201807,326.8,37,39,76
228,201808,291.7,33,34,63
228,201809,351.9,43,44,85
228,201810,374.5,42,45,86
228,201811,439.7,48,52,99
228,201812,404.2,41,44,87
228,201901,257.0,30,30,58
228,201902,318.8,33,35,70
228,201903,415.0,48,48,95
228,201904,407.1,45,47,92
228,201905,297.8,39,39,71
228,201906,351.8,38,40,78
229,201807,876.0,100,123,248
229,201808,757.8,95,117,224
229,201809,916.8,101,127,260
229,201810,837.6,97,126,252
229,201811,824.2,93,120,240
229,201812,914.0,96,126,256
229,201901,822.4,92,119,238
229,201902,827.6,100,117,236
229,201903,1031.8,112,148,296
229,201904,914.6,101,128,260
229,201905,815.3,93,121,235
229,201906,879.8,95,120,242
230,201807,976.8,113,144,288
230,201808,1010.7,115,153,283
230,201809,929.5,102,135,271
230,201810,984.4,109,141,284
230,201811,942.2,100,129,258
230,201812,1018.2,116,143,288
230,201901,1076.6,103,143,288
230,201902,1156.6,121,161,324
230,201903,976.8,114,140,282
230,201904,1073.0,114,153,310
230,201905,1090.0,112,144,298
230,201906,1052.2,115,151,302
231,201807,1102.5,111,122,242
231,201808,959.7,96,114,216
231,201809,1130.4,108,128,256
231,201810,1160.2,119,133,265
231,201811,1052.2,100,120,242
231,201812,1184.2,119,133,268
231,201901,1104.8,114,125,250
231,201902,1123.2,105,124,252
231,201903,1210.2,117,139,278
231,201904,983.8,98,111,221
231,201905,1001.2,103,119,228
231,201906,983.6,101,112,222
232,201807,1026.7,106,144,293
232,201808,727.9,91,113,216
232,201809,939.8,98,130,262
232,201810,923.8000000000001,103,131,262
232,201811,934.2,106,131,268
232,201812,1044.6,116,148,300
232,201901,811.2,96,112,226
232,201902,899.9,106,129,261
232,201903,818.4,90,117,238
232,201904,762.6,84,109,218
232,201905,928.0,106,139,264
232,201906,668.2,83,99,200
233,201807,290.7,51,54,88
233,201808,285.9,48,50,80
233,201809,228.6,42,45,70
233,201810,185.7,35,36,56
233,201811,211.6,40,41,62
233,201812,279.8,47,50,75
233,201901,177.5,35,35,47
233,201902,244.0,45,47,70
233,201903,199.1,40,41,59
233,201904,158.6,30,32,46
233,201905,344.4,57,62,92
233,201906,221.0,41,41,61
234,201807,459.7,50,55,105
234,201808,318.1,36,37,70
234,201809,425.6,50,51,99
234,201810,282.1,34,34,66
234,201811,381.9,40,43,84
234,201812,520.7,58,62,119
234,201901,316.7,36,36,71
234,201902,342.1,38,40,78
234,201903,466.2,49,53,104
234,201904,458.0,50,54,106
234,201905,431.0,51,54,98
234,201906,310.2,36,37,71
235,201807,533.4,56,58,116
235,201808,422.25,46,52,98
235,201809,430.8,44,48,96
235,201810,507.2,55,57,114
235,201811,406.2,44,46,92
235,201812,554.6,59,63,126
235,201901,547.0,58,62,124
235,201902,439.6,46,48,96
235,201903,574.2,58,65,130
235,201904,397.0,42,43,88
235,201905,477.5,54,57,106
235,201906,438.4,51,51,102
236,201807,952.0,101,133,270
